326.61,18.92,307.66,13,0.000079298,true
482.82,21.37,461.43,20,0.000085863,true
532.26,19.82,512.40,22,0.000065427,true
557.07,20.14,536.89,23,0.000058979,true
230.78,19.94,210.81,9,0.000056949,true
257.15,20.79,236.29,10,0.000041211,true
292.36,20.79,271.54,12,0.000082784,true
229.85,21.96,207.86,9,0.000083546,true
390.88,21.76,369.09,16,0.000083879,true
404.38,21.04,383.31,17,0.000092757,true
297.85,18.91,278.91,12,0.000082595,true
207.77,25.02,182.71,8,0.000037561,true
295.02,17.88,277.10,12,0.000076371,true
251.77,19.74,231.99,10,0.000086830,true
456.00,19.98,436.00,19,0.000088131,true
343.24,20.82,322.38,14,0.000098754,true
578.58,19.01,559.54,24,0.000074160,true
451.52,18.81,432.67,19,0.000047383,true
448.30,18.74,429.53,19,0.000054857,true
529.77,23.94,505.79,22,0.000055786,true
245.26,18.87,226.36,10,0.000095791,true
322.93,25.09,297.73,13,0.000026371,true
254.42,20.86,233.53,10,0.000097906,true
248.93,18.80,230.10,10,0.000086564,true
386.34,21.38,364.91,16,0.000087216,true
366.60,20.79,345.77,15,0.000087957,true
239.17,23.33,215.81,9,0.000057278,true
254.28,19.93,234.32,10,0.000066965,true
694.13,19.77,674.33,29,0.000078089,true
329.62,21.86,307.73,13,0.000090105,true
